AA11,AA12,a,b,bn,bs,city,commid,cp,e,el,es,f,fi,g,id,j,k,l,lat,lon,m,mark,msg,note,p,pimg,pu,punit,r,reid,s,sq,t,tp,tunit,twn,type,unit,v
住,,金竹路１０２巷０００８之１６號三樓#金竹路１０２巷８之１６號三樓,華廈(10層含以下有電梯),,71.93%,O,,,112/09/26,有,,三層/七層,,31,60,1,1,0,24.82358491018132,120.97362580367351,有,,總價/總面積,其他增建;,"340,899",bt_06.png,住家用,1,61,,10.85,h9ziFn6ANKQVEUI/+FisI/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"3,700,000",1,O01,Biz,2,1房1廳1衛
商,,林森路０３２０號３樓之１#林森路３２０號３樓之１,住宅大樓(11層含以上有電梯),,72.04%,O,,,112/09/13,有,,三層/十二層,,,61,1,1,0,24.79720959569006,120.9610504110049,無,,總價/總面積,,"265,309",bt_05.png,住家用,1,14,,25.56,M0oTWLhHX2lZiVi0j0HrQvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"6,780,000",1,O01,Biz,2,2房2廳1衛
住,,埔頂路０１２３號７樓#埔頂路１２３號７樓,華廈(10層含以下有電梯),,50.43%,O,,,112/09/16,有,,七層/七層,,28,62,4,1,1,24.794912084654595,121.00901026500098,有,,總價/總面積,,"361,154",bt_06.png,住家用,1,63,,38.63,I0tVxhUSb4pgWFWnPe29SfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"13,950,000",1,O01,Biz,2,3房2廳2衛
,丙種建築用地,明湖路１０５０巷０３００號７樓#明湖路１０５０巷３００號７樓,華廈(10層含以下有電梯),,54.06%,O,,,112/09/10,有,74.67%,七層/十層,,26,63,2,1,1,24.763761859590716,120.9776431121224,有,,總價/總面積,,"182,499",bt_06.png,住家用,1,165,,46.58,hG+Zxh1xoYxmGoez6vzm+/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"8,500,000",1,O01,Biz,2,4房2廳2衛
住,,武陵路１７９巷００１６號２０樓之５　#武陵路１７９巷１６號２０樓之５　,住宅大樓(11層含以上有電梯),,66.79%,O,,,112/09/11,有,,二十層/二十層,,23,64,2,1,0,24.822401105771586,120.96819496083258,有,,總價/總面積,,"283,385",bt_05.png,住家用,1,164,,34.79,b94JR8yFKBwwyGIL67MzrfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"9,860,000",1,O01,Biz,2,3房2廳2衛
,乙種建築用地,金雅六街００６８號六樓之１#金雅六街６８號六樓之１,住宅大樓(11層含以上有電梯),,48.75%,O,,,112/09/10,有,62.12%,六層/十一層,,3,65,1,1,1,24.826454375145513,120.96557227442699,有,,總價/總面積,,"363,772",bt_05.png,住家用,1,43,,46.18,x+tc07DHTAlQkc25VC62YvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"16,800,000",1,O01,Biz,2,3房2廳2衛
住,,武陵路１７５巷００１３號１６樓之１#武陵路１７５巷１３號１６樓之１,住宅大樓(11層含以上有電梯),,66.19%,O,,,112/09/21,有,,十六層/二十二層,,25,66,2,1,0,24.821967517354913,120.96720580478681,有,,總價/總面積,,"254,856",bt_05.png,住家用,1,177,,35.31,8dTG6p3coS5xEfhuL/cgNvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"9,000,000",1,O01,Biz,2,3房2廳2衛
住,,建功二路０００２號五樓之１２#建功二路２號五樓之１２,華廈(10層含以下有電梯),,57.00%,O,,,112/09/27,有,,五層/六層,,16,67,1,1,0,24.796393040707173,121.00236386269249,有,,總價/總面積,,"592,876",bt_06.png,住家用,1,34,,10.90,FMbrYnOXWhQ/CSxKSnXY+fPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"6,460,000",1,O01,Biz,2,1房1衛
住,,０４１９之１號二樓之３#公道五路二段４１９之１號二樓之３,住宅大樓(11層含以上有電梯),,51.53%,O,,300,112/09/18,有,,二層/十三層,,17,68,1,1,2,24.803146383035855,120.99512365093243,有,,總價/總面積,陽台外推;,"418,106",bt_05.png,住家用,1,128,,66.30,XQ4SV1PbRt6lf9A+O6XdPfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"27,720,000",1,O01,Biz,2,4房2廳2衛
商,,中山路４３１巷００６６號八樓之５#中山路４３１巷６６號八樓之５,華廈(10層含以下有電梯),,26.52%,O,,,112/09/07,有,,八層/九層,,9,69,2,1,1,24.800324017238612,120.95936797682553,有,,總價/總面積,其他增建;,"459,484",bt_06.png,辦公用,1,28,,23.94,QN40HIfEIAx2HjpdDy2aJ/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"11,000,000",1,O01,Biz,2,3房2廳2衛
商,,慈雲路００８０號十七樓之７#慈雲路８０號十七樓之７,住宅大樓(11層含以上有電梯),,45.18%,O,,,112/09/13,有,,十七層/二十九層,,4,70,1,1,1,24.78980161812669,121.01259011786965,有,,總價/總面積,,"506,549",bt_05.png,住家用,1,85,,50.70,us1PsVMHUG6kB5rlxLTIEvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"25,680,000",1,O01,Biz,2,3房2廳2衛
,丙種建築用地,明德路００６２號#明德路６２號,透天厝,,,O,,,112/09/12,無,,全/三層,,22,71,2,1,0,24.75599092226396,120.95120549690797,無,,總價/總面積,頂樓加蓋;其他增建;,,bt_02.png,住商用,1,42,,59.46,owyLbyC0hdd7NNCznDjUVPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"10,600,000",1,O01,Biz,2,14房15衛
住,,培英街０２９巷０００３號２樓#培英街２９巷３號２樓,公寓(5樓含以下無電梯),,100.00%,O,,,112/09/22,無,,二層/五層,,38,72,1,1,0,24.79677972477382,120.97835921535892,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"311,792",bt_01.png,住家用,1,14,,12.83,vtFevs9AA1APopewLAWFa/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"4,000,000",1,O01,Biz,2,3房2廳2衛
住,,中山路０６６６號之５、２樓#中山路６６６號之５、２樓,華廈(10層含以下有電梯),,72.62%,O,,,112/09/18,有,,二層/六層,,30,73,2,1,0,24.795013539361264,120.95369254427305,有,,總價/總面積,,"257,610",bt_06.png,住家用,1,37,,29.89,NzYQGW9xLPkyphLZwKigd/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"7,700,000",1,O01,Biz,2,2房2廳2衛
住,,民權路２００巷００２２號五樓#民權路２００巷２２號五樓,華廈(10層含以下有電梯),,54.46%,O,,,112/09/23,有,,五層/五層,,2,74,1,1,1,24.810583807894503,120.97409346861238,有,,總價/總面積,增建：天井其他增建;,"665,210",bt_06.png,住家用,1,12,,19.24,iDZpTk0JSta38NSkG+K/OfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"12,800,000",1,O01,Biz,2,2房1廳1衛
住,,光復路一段４７６巷０００８號５樓#光復路一段４７６巷８號５樓,住宅大樓(11層含以上有電梯),,70.62%,O,,,112/09/22,有,,五層/十三層,,28,75,4,1,0,24.786235265023404,121.01318314796754,有,,總價/總面積,,"373,782",bt_05.png,住家用,1,94,,29.70,0pptMw8p91ifFaym0wsvUvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"11,100,000",1,O01,Biz,2,3房2廳2衛
,乙種建築用地,明湖路１００８巷００１２號三樓之５#明湖路１００８巷１２號三樓之５,華廈(10層含以下有電梯),,50.30%,O,,,112/09/10,有,59.38%,三層/五層,,9,76,1,1,1,24.768357342109585,120.97695010025132,無,,總價/總面積,,"338,007",bt_06.png,住家用,1,25,,25.44,KzbGM6YeLVJWN40lomYE4PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"8,600,000",1,O01,Biz,2,2房2廳1衛
住,,北新街０１３１號十樓之３７#北新街１３１號十樓之３７,華廈(10層含以下有電梯),,53.56%,O,,,112/09/09,有,,十層/十層,,14,77,2,1,0,24.80313081621968,120.95549961400923,有,,總價/總面積,陽台外推;夾層;,"393,914",bt_06.png,辦公用,1,51,,15.54,ChSpNSRCHMznkRKf+VFWGfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"6,120,000",1,O01,Biz,2,2房1廳1衛
商,,勝利路０３０６之２號二樓之２#勝利路３０６之２號二樓之２,華廈(10層含以下有電梯),,56.95%,O,,,112/09/18,有,,二層/五層,,17,78,1,1,0,24.802266329171015,120.96383812254139,無,,總價/總面積,陽台外推;,"383,074",bt_06.png,住家用,1,11,,7.05,u9kVGPoAl+v124OV3SwAt/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"2,700,000",1,O01,Biz,2,1房1衛
住,,埔頂路０５１８號十四樓之５#埔頂路５１８號十四樓之５,住宅大樓(11層含以上有電梯),,48.70%,O,,,112/09/10,有,55.57%,十四層/二十二層,,10,79,1,1,1,24.792085468110706,121.01668493137264,有,,總價/總面積,,"546,575",bt_05.png,住家用,1,63,,55.80,szxw4e1YuAqvXpvAz5sdEfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"30,500,000",1,O01,Biz,2,3房2廳2衛
商,,中華路一段０２８９號三樓之１３#中華路一段２８９號三樓之１３,住宅大樓(11層含以上有電梯),,51.98%,O,,,112/09/11,有,,三層/十五層,,10,80,1,1,1,24.809899149292992,120.98536026865123,有,,總價/總面積,陽台加窗其他增建;,"439,312",bt_05.png,住家用,1,78,,46.62,HRri/YLixWZ5VMycow0pBPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"20,480,000",1,O01,Biz,2,3房2廳2衛
商,,０５３５之７號五樓#經國路二段５３５之７號五樓,住宅大樓(11層含以上有電梯),,58.24%,O,,,112/09/03,有,,五層/十三層,,17,81,2,1,1,24.803961546515872,120.95582572830943,有,,總價/總面積,陽台外推;,"333,983",bt_05.png,住家用,1,111,,61.08,3u5BWdYQ1UpgtdCubQK9t/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"20,400,000",1,O01,Biz,2,4房2廳2衛
,丙種建築用地,至街０３７巷００４０號四樓#至街３７巷４０號四樓,公寓(5樓含以下無電梯),,61.40%,O,,,112/09/21,無,,四層/五層,,26,82,2,2,0,24.755096889870654,120.95065215361869,無,,總價/總面積,,"42,830",bt_01.png,住家用,1,55,,17.74,cU5qwb4WMpbNzDaXQgk96fPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"760,000",1,O01,Biz,2,1房1廳1衛
住,,牛埔路１６０巷０００２號７樓#牛埔路１６０巷２號７樓,華廈(10層含以下有電梯),,74.04%,O,,,112/09/11,有,,七層/七層,,31,83,2,1,0,24.800060045206557,120.95210812183376,有,,總價/總面積,其他增建;,"348,195",bt_06.png,住家用,1,33,,33.89,AgZOtbeuhkLkq+ruU4S3d/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"11,800,000",1,O01,Biz,2,6房6衛
住,,振興路００９５號６樓#振興路９５號６樓,住宅大樓(11層含以上有電梯),,67.12%,O,,,112/09/23,有,,六層/十二層,,29,84,1,1,0,24.7946634849946,120.96091273918974,有,,總價/總面積,其他增建;,"289,088",bt_05.png,住家用,1,55,,35.28,v4dwQ8QR/H2VbMJJNoXI8vPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"10,200,000",1,O01,Biz,2,3房2廳2衛
住,,北新街０１１７號二樓之２#北新街１１７號二樓之２,華廈(10層含以下有電梯),,49.29%,O,,,112/09/23,有,,二層/十層,,15,85,1,1,0,24.802986499638095,120.95594476772096,有,,總價/總面積,,"406,228",bt_06.png,辦公用,1,32,,13.05,Q0yQjw2nvDFnanGxMZ0OuPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"5,300,000",1,O01,Biz,2,1房1廳1衛
住,,中山路６４０巷０５７８號５樓#中山路６４０巷５７８號５樓,華廈(10層含以下有電梯),,72.24%,O,,,112/09/10,有,,五層/八層,,25,86,1,1,0,24.793830198474815,120.95181380128113,有,,總價/總面積,,"270,542",bt_06.png,住家用,1,53,,31.05,qnytoG05ATKTEv8kayYLEPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"8,400,000",1,O01,Biz,2,3房2廳2衛
住,,東大路二段１７２巷００３３號７樓#東大路二段１７２巷３３號７樓,華廈(10層含以下有電梯),,55.16%,O,,,112/09/14,有,,七層/七層,,26,87,1,1,1,24.81653221192468,120.96675219270654,有,,總價/總面積,,"249,517",bt_06.png,住家用,1,81,,44.97,KcTrU2/7ufVIVDGnVKJEdfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"11,220,000",1,O01,Biz,2,3房2廳2衛
住,,東大路３段５１０巷００１６號３Ｆ#東大路３段５１０巷１６號３Ｆ,華廈(10層含以下有電梯),,66.37%,O,,,112/09/01,有,,三層/七層,,29,88,1,1,0,24.8378234024342,120.94281310006731,有,,總價/總面積,其他增建:鐵鋁窗其他增建;,"211,283",bt_06.png,住家用,1,44,,34.79,0jPz56slSYAhcKf9yI9XDvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"7,350,000",1,O01,Biz,2,3房2廳2衛
住,,公園路０３１８號十三樓#公園路３１８號十三樓,住宅大樓(11層含以上有電梯),,45.91%,O,,495,112/09/09,有,56.63%,十三層/二十六層,,9,89,1,1,3,24.801971024539025,120.9773197508775,有,,(總價-車位總價)/(總面積-車位總面積),毛胚屋;,"362,026",bt_05.png,住家用,1,51,,132.56,N85X8FYn+/ThzFbYNDDk4/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"43,860,000",1,O01,Biz,2,
其他,,鐵道路一段０２８巷０１１５號十二樓#鐵道路一段２８巷１１５號十二樓,住宅大樓(11層含以上有電梯),,53.65%,O,,,112/09/11,有,,十二層/十四層,,10,90,1,1,1,24.812481240122498,120.98437077381038,有,,總價/總面積,,"537,706",bt_05.png,住家用,1,107,,43.50,cjZHACBKALykmoWXHvHjBPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"23,390,000",1,O01,Biz,2,3房2廳2衛
住,,建功二路０６６巷０００６號四樓#建功二路６６巷６號四樓,公寓(5樓含以下無電梯),,100.00%,O,,,112/09/18,無,,四層/四層,,44,91,1,1,0,24.799119649248365,121.0038475426497,無,,總價/總面積,,"294,251",bt_01.png,住家用,1,11,,22.60,rf2ihzPkTFpKkkQ5I8U6wvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"6,650,000",1,O01,Biz,2,3房2廳1衛
住,,光華二街０１８８號四樓之６#光華二街１８８號四樓之６,華廈(10層含以下有電梯),,65.14%,O,,,112/09/01,有,,四層/七層,,30,92,1,1,0,24.822041748059956,120.978147082404,有,,總價/總面積,陽台外推;,"212,945",bt_06.png,住家用,1,31,,33.15,0YYXNLmU2O9XI/bTk/0DK/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"7,060,000",1,O01,Biz,2,2房2廳2衛
商,,榮濱路０１９巷００２５號十樓之５#榮濱路１９巷２５號十樓之５,住宅大樓(11層含以上有電梯),,52.25%,O,,,112/09/02,有,,十層/十一層,,10,93,1,1,0,24.84047192803281,120.92908871805813,有,,總價/總面積,其他增建;,"281,537",bt_05.png,住家用,1,31,,26.28,jTVWtmxHI1AVRFY39hnGRfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"7,400,000",1,O01,Biz,2,2房2廳1衛
其他,,高峰路１９２巷００３弄００４０號#高峰路１９２巷３弄４０號,透天厝,,,O,,,112/09/06,無,,全/三層,,6,94,12,1,0,24.78518613722545,120.97330756448255,有,,總價/總面積,,,bt_02.png,住家用,1,83,,125.96,miTx0E1wAAD1BLl9CPGvP/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"39,000,000",1,O01,Biz,2,3房4廳6衛
住,,公園路０３１６號二十樓#公園路３１６號二十樓,住宅大樓(11層含以上有電梯),,46.42%,O,,475,112/09/24,有,56.75%,二十層/二十六層,,9,95,1,1,3,24.801971024539025,120.9773197508775,有,,(總價-車位總價)/(總面積-車位總面積),毛胚屋;,"404,863",bt_05.png,住家用,1,51,,133.62,NQLOD3Pj00hW5a7mQVBLE/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"49,000,000",1,O01,Biz,2,
,丙種建築用地,芝柏五街００２８號#芝柏五街２８號,透天厝,,,O,,,112/09/04,無,,全/二層,,41,96,1,1,0,24.776872935837474,120.94742959408683,無,,總價/總面積,其他增建;,,bt_02.png,住家用,1,8,,26.11,BHKtg9S/fVqmqEgkk7qBpPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"5,500,000",1,O01,Biz,2,4房1廳2衛
住,,中央路０１５２號六樓之２#中央路１５２號六樓之２,住宅大樓(11層含以上有電梯),,50.57%,O,,,112/09/10,有,60.50%,六層/二十九層,,16,97,1,1,1,24.807468562753847,120.97208613821255,有,,總價/總面積,陽台外推;,"389,362",bt_05.png,住家用,1,54,,49.98,9ByVrBo24wRhdLtlmsnyQfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"19,460,000",1,O01,Biz,2,3房2廳2衛
商,,慈雲路００８９號五樓之３#慈雲路８９號五樓之３,住宅大樓(11層含以上有電梯),,42.39%,O,,,112/09/15,有,55.92%,五層/二十七層,,8,98,1,1,1,24.791146980921557,121.0114232073734,有,,總價/總面積,,"464,311",bt_05.png,住家用,1,71,,41.35,ZP3lGWHK5iY9c8YDpZtJy/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"19,200,000",1,O01,Biz,2,2房2廳1衛
商,,港北路０００６號三樓之２#港北路６號三樓之２,住宅大樓(11層含以上有電梯),,42.31%,O,,,112/09/15,有,62.84%,三層/十五層,,3,99,1,1,1,24.832535728164526,120.92891515581863,有,,總價/總面積,,"257,131",bt_05.png,住家用,1,39,,42.78,p0RYOEz82NB5K9skDikYfPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"11,000,000",1,O01,Biz,2,2房2廳2衛
商,,東前街００６７號#東前街６７號,透天厝,,,O,,,112/09/12,無,,全/五層,,,100,2,1,0,24.803639414638003,120.96706225954934,無,,總價/總面積,一樓增建沿著加蓋其他增建;含租約;,,bt_02.png,商業用,1,10,,108.66,geJKDJGvGnfXy5fJDeHtL/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"27,000,000",1,O01,Biz,2,2房4廳1衛
其他,,鐵道路一段０２８巷００３０號四樓#鐵道路一段２８巷３０號四樓,住宅大樓(11層含以上有電梯),,51.97%,O,,,112/09/08,有,,四層/十四層,,12,101,1,1,2,24.811388860240687,120.9851424734302,有,,總價/總面積,,"431,934",bt_05.png,辦公用,1,137,,60.87,DlEb3CxT00vCp4L7Qxkzh/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"26,290,000",1,O01,Biz,2,4房2廳2衛
住,,埔頂路０２４５之１號８樓#埔頂路２４５之１號８樓,華廈(10層含以下有電梯),,69.07%,O,,,112/09/02,有,,八層/八層,,26,102,1,1,0,24.79452367693675,121.01159165496782,有,,總價/總面積,,"394,185",bt_06.png,住家用,1,51,,28.36,lbwgsJV0LAiofZFrhxSbLvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"11,180,000",1,O01,Biz,2,2房2廳1衛
住,,牛埔路０１２５號六樓#牛埔路１２５號六樓,住宅大樓(11層含以上有電梯),,67.40%,O,,,112/09/02,有,,六層/十五層,,16,103,1,1,0,24.79920213692964,120.95152489063915,有,,總價/總面積,,"341,782",bt_05.png,住家用,1,95,,26.33,j7hbIRwAbvsZeM9LfQSogPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"9,000,000",1,O01,Biz,2,2房1廳1衛
商,,東大路二段００８３號６樓之１#東大路二段８３號６樓之１,住宅大樓(11層含以上有電梯),,65.31%,O,,,112/09/03,有,,六層/十三層,,28,104,3,1,1,24.813291098654737,120.96748506394056,有,,總價/總面積,,"299,299",bt_05.png,住家用,1,32,,43.77,qAe8p+kwWpogg0J78j0HpPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"13,100,000",1,O01,Biz,2,3房2廳2衛
工,,關新路００２９號五樓之９#關新路２９號五樓之９,住宅大樓(11層含以上有電梯),,30.51%,O,,,112/09/17,有,,五層/十三層,,15,105,1,1,1,24.784898516070896,121.01805864228453,有,,總價/總面積,,"411,974",bt_05.png,辦公用,1,74,,16.99,MARM/G+86sIpz9jx2tKmyfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"7,000,000",1,O01,Biz,2,1房1衛
住,,武陵路００３０號七樓之３#武陵路３０號七樓之３,住宅大樓(11層含以上有電梯),,54.57%,O,,,112/09/01,有,64.25%,七層/二十六層,,15,106,1,1,1,24.815745893877,120.96321100447176,有,,總價/總面積,,"309,808",bt_05.png,住家用,1,57,,67.78,8g5Ww9Cunb/ELmk15H1lDPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"21,000,000",1,O01,Biz,2,4房2廳2衛
,丙種建築用地,藝術路０００９號六樓之２#藝術路９號六樓之２,華廈(10層含以下有電梯),,49.02%,O,,160,112/09/02,有,61.75%,六層/六層,,1,107,1,1,1,24.769240366325878,120.96735810562217,有,,(總價-車位總價)/(總面積-車位總面積),預售屋、或土地及建物分件登記案件;,"411,197",bt_06.png,其他,1,103,,45.07,IIhgBjKYKCnilws2xpPUPfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"16,310,000",1,O01,Biz,2,1廳2衛
住,,北新街０１１７號九樓之３#北新街１１７號九樓之３,華廈(10層含以下有電梯),,44.25%,O,,,112/09/24,有,,九層/十層,,15,108,1,1,1,24.802986499638095,120.95594476772096,有,,總價/總面積,夾層;,"357,828",bt_06.png,辦公用,1,32,,14.53,Yaz3aS7GC8CJ0DSMtvz6XfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"5,200,000",1,O01,Biz,2,1房1廳1衛
住,,學府路００８４之１號#學府路８４之１號,華廈(10層含以下有電梯),,71.07%,O,,,112/09/25,有,,"一層,騎樓/七層",,32,109,3,1,0,24.796437312193913,120.9836606589102,有,,總價/總面積,,"321,507",bt_06.png,其他,1,25,,8.71,XYHQlHzklmycvjP/r8clSfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"2,800,000",1,O01,Biz,2,
住,,北新街０１３１號六樓之１６#北新街１３１號六樓之１６,華廈(10層含以下有電梯),,53.56%,O,,,112/09/05,有,,六層/十層,,14,110,2,1,0,24.80313081621968,120.95549961400923,有,,總價/總面積,陽台外推;夾層;,"407,431",bt_06.png,辦公用,1,51,,15.54,1M65qHE1jGpFM32BkTOsCfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"6,330,000",1,O01,Biz,2,1房1廳1衛
,丙種建築用地,澤藩路００３６號#澤藩路３６號,透天厝,,,O,,,112/09/16,無,,全/三層,,24,111,1,1,0,24.7662067861397,120.9676258812263,有,,總價/總面積,法空加裝採光罩其他增建;,,bt_02.png,住家用,1,13,,82.91,2tG27uRLfSEfpM4Zu9XQ1PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"26,500,000",1,O01,Biz,2,5房3廳4衛
住,,經國路一段０８３０號６樓之４#經國路一段８３０號６樓之４,住宅大樓(11層含以上有電梯),,62.83%,O,,,112/09/15,有,,六層/十二層,,27,112,1,1,0,24.814121987741284,120.96868178453313,無,,總價/總面積,其他增建;,"385,878",bt_05.png,住家用,1,24,,13.94,PXLTKPIdNrVymnQWX6dp8fPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"5,380,000",1,O01,Biz,2,1房1廳1衛
商,,東光路００３５號#東光路３５號,住宅大樓(11層含以上有電梯),,59.38%,O,,,112/09/13,有,,"一層,二層/十四層",,11,113,1,1,2,24.80213467576688,120.98672615149795,有,,總價/總面積,,"404,840",bt_05.png,商業用,1,56,,87.69,lp5anuIE/osfDAdnFuSPX/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"35,500,000",1,O01,Biz,2,4房1廳2衛
住,,光復路１段００１６號７Ｆ之５#光復路１段１６號７Ｆ之５,華廈(10層含以下有電梯),,64.93%,O,,,112/09/11,有,,七層/七層,,33,114,2,1,0,24.781403221073827,121.02623671163586,有,,總價/總面積,,"164,526",bt_06.png,,1,23,,13.07,OM8Tls5Kx3iTKwS3H3q9LPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"2,150,000",1,O01,Biz,2,1房1廳1衛
